,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
31075,gdb_31076,Cc1c(cc(o1)N)OC,2.42837,1.35572,0.8806,2.2354,78.45,-0.1659,0.0452,0.2112,1306.9128,0.146383,-439.1044,-439.094694,-439.09375,-439.139349,34.588
22806,gdb_22807,C1COCC(=NO)C1=O,2.7711,1.4225,1.0116,1.44,70.01,-0.2422,-0.0607,0.1815,1134.4662,0.124192,-474.988407,-474.980306,-474.979362,-475.021538,30.073
30126,gdb_30127,CC1CC1C1=CNC=N1,3.56576,1.09043,1.05601,3.224,81.58,-0.2119,0.0346,0.2465,1233.3566,0.161305,-382.101096,-382.092804,-382.09186,-382.134888,31.491
59885,gdb_59886,CC(C)OC(=O)C1CO1,2.81559,1.03097,0.89918,1.9929,73.0,-0.2665,-0.004,0.2624,1383.8329,0.156485,-460.179114,-460.169302,-460.168358,-460.214809,34.625
29693,gdb_29694,Cc1nc(c(n1C)O)N,2.44297,1.5922,0.98077,1.6588,76.19,-0.1822,0.0485,0.2307,1192.9397,0.147808,-435.307004,-435.297273,-435.296328,-435.341734,34.733
106321,gdb_106322,CCC12OC(C)C1C2C,2.56118,1.24851,1.0668,1.3694,86.41,-0.2266,0.0815,0.3081,1300.7986,0.204212,-388.265662,-388.25576,-388.254815,-388.300026,37.527
2755,gdb_2756,CC1OCC1C#N,4.24362,2.37095,1.73766,2.9068,57.48,-0.2688,0.0162,0.285,720.6476,0.113438,-324.573866,-324.566881,-324.565937,-324.605498,24.323
80660,gdb_80661,CN1C2CC(C2)CC1=O,2.63602,1.71707,1.25767,3.7122,79.31,-0.2273,0.0322,0.2595,1054.5682,0.173331,-403.181671,-403.17373,-403.172786,-403.214146,31.045
43187,gdb_43188,O=C1C2OCC22CCN12,2.3692,2.13771,1.3009,4.5243,68.82,-0.2399,-0.0224,0.2175,953.8293,0.125275,-437.835039,-437.828001,-437.827057,-437.866594,27.048
102540,gdb_102541,CC1(CC1)C(CO)CO,1.76082,1.44515,1.02252,2.1057,81.23,-0.2582,0.0709,0.3291,1303.5415,0.204208,-425.398779,-425.388233,-425.387289,-425.434087,39.565
82326,gdb_82327,OC1C2CN2CC11CO1,2.62746,1.72953,1.27982,1.8894,70.39,-0.2328,0.0542,0.2869,1005.5043,0.148196,-439.031984,-439.024179,-439.023235,-439.06419,30.513
92672,gdb_92673,OC1CC=C(C#N)C1=O,3.38163,1.24218,0.9341,4.7063,71.54,-0.2707,-0.0897,0.181,1163.122,0.10105,-436.729313,-436.721379,-436.720434,-436.762215,28.832
64317,gdb_64318,CC1(CCN=COC1)C,2.53967,1.43592,1.17796,2.2085,82.62,-0.2399,0.0193,0.2592,1163.1441,0.194768,-404.362531,-404.353364,-404.35242,-404.396139,35.364
98621,gdb_98622,CNC(=O)C1C2CCN12,4.15035,1.04989,0.96246,2.5894,78.46,-0.2316,0.0159,0.2475,1289.7211,0.160112,-419.186471,-419.177612,-419.176668,-419.220906,32.365
62627,gdb_62628,CC12CC3C1N3C2(C)C,2.17733,1.88148,1.58196,1.7078,84.62,-0.2289,0.0793,0.3082,1023.1195,0.193339,-367.161416,-367.152669,-367.151725,-367.193776,35.321
67083,gdb_67084,OC12C3CC1(OC23)C#N,2.76678,1.59149,1.3589,4.0598,66.72,-0.258,-0.0107,0.2473,953.6807,0.100558,-436.615693,-436.608543,-436.607599,-436.647209,27.831
123126,gdb_123127,[NH3+]CCCOCC([O-])=O,2.04878,1.47065,1.0567,3.5471,71.53,-0.2412,0.0044,0.2457,1205.089,0.171098,-477.431414,-477.421921,-477.420977,-477.465855,34.886
115942,gdb_115943,OCC1COC2CC2O1,3.39894,1.19854,0.97519,1.3888,71.1,-0.2349,0.0662,0.3011,1216.9503,0.159783,-460.126143,-460.117917,-460.116973,-460.15908,31.687
48491,gdb_48492,C1CC(OC1)(C=O)C=O,2.10676,1.62626,1.18954,2.9138,69.36,-0.2452,-0.0545,0.1907,1085.1546,0.134157,-458.980842,-458.972121,-458.971177,-459.015174,30.881
103971,gdb_103972,CN1C2CC(C)(CO)C12,2.31195,1.5008,1.14763,1.1624,81.85,-0.2313,0.0565,0.2877,1174.1571,0.193095,-404.290923,-404.281398,-404.280453,-404.324749,36.672
89986,gdb_89987,CC1N(C)CC11CCO1,3.21179,1.21085,1.0476,2.3325,82.74,-0.2026,0.0774,0.28,1254.9477,0.193071,-404.305881,-404.296495,-404.29555,-404.34016,35.147
38616,gdb_38617,C1C2OC3C4CCC12C34,2.64432,2.21966,1.63094,1.4679,77.07,-0.2167,0.0907,0.3074,887.8798,0.162601,-385.853487,-385.847099,-385.846155,-385.883783,27.671
16887,gdb_16888,CC1=CC2NC2CC1,3.85304,1.78891,1.40279,1.1935,77.58,-0.2169,0.0223,0.2392,943.4571,0.167852,-327.925554,-327.918296,-327.917352,-327.956643,28.891
9697,gdb_9698,CC1(CN=CO1)C#N,3.52319,1.79095,1.64575,3.1646,61.72,-0.2757,-0.0046,0.2711,827.3367,0.107563,-378.748395,-378.741126,-378.740182,-378.780173,26.228
29548,gdb_29549,c1c2c(co1)C(=NC2)N,3.35329,1.59347,1.08844,1.7627,73.68,-0.218,-0.0108,0.2072,1033.1258,0.116284,-416.843486,-416.836699,-416.835755,-416.874437,27.153
128129,gdb_128130,CNc1c(cnn1C)N,1.93073,1.87367,1.02154,2.907,80.22,-0.1826,0.0317,0.2144,1188.2025,0.160544,-415.38901,-415.379269,-415.378325,-415.424066,34.69
33297,gdb_33298,C#CC#CC12CN1CC2,5.89445,0.73672,0.70084,1.8567,97.24,-0.2292,-0.0287,0.2005,1588.8707,0.123365,-363.511648,-363.503343,-363.502399,-363.544863,31.403
85443,gdb_85444,CC1NC(=O)OC11CC1,2.55311,1.56136,1.15135,4.8596,72.19,-0.2582,0.0552,0.3134,1097.9276,0.148214,-439.128779,-439.120633,-439.119689,-439.16147,31.479
108697,gdb_108698,OCC1=C2CC3C(C1)C23,3.26226,1.51854,1.19634,1.7629,82.91,-0.2066,-0.0339,0.1727,1058.5789,0.159487,-385.784473,-385.776789,-385.775845,-385.816433,30.698
81538,gdb_81539,OC1C2OC1C2(O)C=O,4.22852,1.19557,1.03865,0.9626,63.15,-0.2621,-0.0489,0.2132,1098.2795,0.110745,-494.829413,-494.821792,-494.820848,-494.861389,29.664
45283,gdb_45284,O=C1CC2OC3COC123,2.87855,1.79471,1.28984,2.4178,65.83,-0.2485,-0.0408,0.2077,946.564,0.112236,-457.708203,-457.701325,-457.700381,-457.739607,26.664
16383,gdb_16384,CC1C2CC(O2)C1=O,3.01258,2.41995,1.73781,2.8487,63.9,-0.2307,-0.0194,0.2113,793.3567,0.131196,-383.733631,-383.726872,-383.725928,-383.76441,26.138
80506,gdb_80507,CC1NC2C(O)C12C#N,2.29985,1.46724,1.23769,4.5244,74.21,-0.2518,0.0106,0.2624,1083.1597,0.136401,-417.974281,-417.965973,-417.965029,-418.006947,31.76
5402,gdb_5403,COc1ccccn1,5.20355,1.65283,1.26434,0.6063,71.12,-0.228,-0.0165,0.2114,929.069,0.121284,-362.724946,-362.718174,-362.71723,-362.755961,25.247
26221,gdb_26222,Cc1ncc(o1)C(C)C,3.2552,1.04782,0.96405,1.7865,82.59,-0.2236,0.0137,0.2373,1353.3312,0.170289,-403.206509,-403.196983,-403.196039,-403.241314,34.463
113616,gdb_113617,OCC1CC1C#CC=O,3.55946,0.66803,0.59222,3.6416,84.3,-0.2608,-0.0573,0.2035,1806.0516,0.133637,-421.78331,-421.773497,-421.772553,-421.819591,33.544
101411,gdb_101412,CCC(O)C1OCC1=O,2.51795,1.14279,0.97364,1.52,72.07,-0.2579,-0.0387,0.2191,1295.0234,0.156714,-460.156846,-460.14725,-460.146306,-460.191979,34.478
128844,gdb_128845,COCCc1cn[nH]n1,5.80743,0.68048,0.65815,0.9841,74.49,-0.2557,-0.0044,0.2514,1704.8493,0.148974,-435.260884,-435.251922,-435.250978,-435.296679,30.833
11825,gdb_11826,CC1C(O)CC11CO1,3.11649,1.83196,1.4554,1.9972,67.75,-0.2549,0.0647,0.3196,920.7716,0.152375,-384.905424,-384.897267,-384.896323,-384.937763,30.78
41228,gdb_41229,C1CC23CC4C(C2)N4C13,3.22649,1.8448,1.71648,1.6629,80.51,-0.2256,0.0863,0.3119,897.0684,0.175641,-365.967214,-365.961094,-365.960149,-365.99714,27.496
3476,gdb_3477,OC12C3CC1CC23,4.44861,2.96936,2.63772,1.2694,60.07,-0.2323,0.0748,0.3071,595.9731,0.12644,-308.457242,-308.451622,-308.450678,-308.486168,22.965
84923,gdb_84924,CC1C=CCCC=C1C,2.16406,1.5487,1.07946,0.1138,93.38,-0.2262,0.0217,0.2479,1245.1445,0.206787,-351.171249,-351.161942,-351.160998,-351.204893,36.167
12601,gdb_12602,CC1C(=O)COC1=O,3.13993,2.1318,1.33092,1.7107,57.58,-0.2619,-0.049,0.2129,867.5252,0.10631,-419.740214,-419.732767,-419.731823,-419.772538,26.337
38097,gdb_38098,C1N2C=NC3C=CCC123,3.0225,2.01519,1.43326,2.0076,76.32,-0.2431,-0.0011,0.242,907.4354,0.139293,-380.864407,-380.857997,-380.857053,-380.894907,26.551
88382,gdb_88383,CN1CC1C(C)(C)C#C,2.06844,1.38519,1.23142,1.0937,88.14,-0.2161,0.0504,0.2665,1209.8208,0.190935,-367.146159,-367.135709,-367.134765,-367.18064,39.643
46064,gdb_46065,O=C1COC(C1)C1CN1,3.69587,1.04203,0.91936,2.1807,72.02,-0.2492,-0.0292,0.22,1279.7951,0.147917,-439.071881,-439.063663,-439.062719,-439.105647,30.4
13733,gdb_13734,CC(=O)C1CC1C#N,3.17824,1.64558,1.34603,5.8626,66.78,-0.2616,-0.034,0.2276,950.3089,0.117562,-362.687093,-362.678941,-362.677997,-362.720276,28.702
101269,gdb_101270,CCC(C)C1NC1C#C,2.56457,0.96323,0.85837,1.5316,89.0,-0.2442,0.0369,0.2811,1492.9876,0.192021,-367.160446,-367.150002,-367.149058,-367.196142,38.618
93769,gdb_93770,CC1=CC(O)C(O)CC1,2.87491,1.21871,0.95648,3.048,81.12,-0.2478,0.0071,0.2549,1285.149,0.183134,-424.250009,-424.24093,-424.239986,-424.283318,35.5
95690,gdb_95691,CC1CCOC(=N)CC1,2.69139,1.31093,1.01631,2.4679,82.95,-0.2567,0.0135,0.2702,1254.733,0.195856,-404.369563,-404.360581,-404.359637,-404.403238,34.411
131585,gdb_131586,c1c(cn[nH]1)C(=O)CO,4.57482,0.97144,0.80532,2.4443,69.18,-0.2441,-0.034,0.2101,1324.3845,0.113594,-453.969765,-453.961531,-453.960587,-454.003389,29.214
44088,gdb_44089,O=C1CC23NCC2OC13,3.83367,1.45855,1.20268,3.2123,68.65,-0.2213,-0.0403,0.1811,1003.5055,0.124583,-437.823763,-437.8167,-437.815756,-437.855317,27.709
74728,gdb_74729,CC1=CC2CC11CCC21,2.23334,2.09905,1.49009,0.292,88.56,-0.2088,0.0195,0.2283,999.0495,0.183702,-349.85756,-349.850052,-349.849108,-349.888885,31.689
7449,gdb_7450,CC(O)C(C)C(C)=O,2.61376,1.59139,1.39627,3.441,71.13,-0.2493,-0.0249,0.2244,1041.4919,0.174176,-386.172405,-386.162618,-386.161674,-386.206727,35.434
106836,gdb_106837,OCC12CC1(CO)CC2,2.8869,1.05173,0.8996,1.4667,79.09,-0.2497,0.0717,0.3214,1358.0528,0.181934,-424.187784,-424.178185,-424.177241,-424.222475,35.802
61775,gdb_61776,CC(NC=O)C(N)C#N,1.98113,1.32104,0.9099,5.8244,73.59,-0.2567,0.0109,0.2676,1300.4562,0.146605,-435.295242,-435.284974,-435.284029,-435.331781,35.856
41962,gdb_41963,C1CC2OCOC1C=C2,2.1932,2.11004,1.82376,1.9718,74.14,-0.2502,-0.0081,0.2421,900.0914,0.163242,-423.028834,-423.021929,-423.020985,-423.059978,28.422
113442,gdb_113443,CCN1CC11CC(O)C1,4.33014,0.81926,0.7724,1.233,83.9,-0.2267,0.0753,0.302,1567.6481,0.192908,-404.306912,-404.297339,-404.296395,-404.341452,36.366
15405,gdb_15406,CCCC1OC1C=O,4.53619,0.92897,0.82753,2.7758,70.28,-0.2592,-0.0399,0.2193,1394.7375,0.151248,-384.932528,-384.92357,-384.922626,-384.967105,31.206
12908,gdb_12909,OC12COC1C2C#N,3.45051,1.85706,1.53453,4.0281,58.7,-0.2609,0.0221,0.283,820.6798,0.094898,-398.554011,-398.547017,-398.546073,-398.585173,25.882
80886,gdb_80887,CC1C2CC1(O)C1CN21,2.51243,1.74569,1.45309,2.0925,77.78,-0.2243,0.0645,0.2889,1003.6495,0.172073,-403.086714,-403.078919,-403.077974,-403.118321,32.201
99235,gdb_99236,CNC(=O)OCC(=O)N,4.3979,0.833,0.76757,4.3437,67.26,-0.24,0.0218,0.2618,1484.5177,0.135359,-492.35748,-492.347517,-492.346573,-492.393743,34.255
131192,gdb_131193,c1c(c2n(n1)C=CC2)O,3.35564,1.65363,1.11535,1.3567,75.44,-0.2014,-0.0124,0.189,1015.1391,0.115236,-416.825634,-416.818706,-416.817762,-416.856823,27.135
86978,gdb_86979,CC1CC(C1)NCC#N,6.2645,0.62633,0.60582,4.4266,84.5,-0.24,0.0247,0.2647,1849.2197,0.182549,-383.264758,-383.255063,-383.254119,-383.300337,35.191
90859,gdb_90860,CC1CC2C3OC(=N1)C23,3.78055,1.50288,1.26315,3.5133,76.0,-0.2296,-0.0268,0.2028,1020.2923,0.148155,-401.86887,-401.861709,-401.860765,-401.900038,29.308
103094,gdb_103095,CCC1(C)C(C)C1C#C,1.78552,1.46191,1.11107,0.8382,92.75,-0.2349,0.0515,0.2864,1291.0667,0.202825,-351.12477,-351.113959,-351.113015,-351.160002,40.57
66583,gdb_66584,CC12C3C1C1C3OCC21,2.98756,1.87071,1.58611,1.715,77.08,-0.2331,0.0959,0.3291,921.7762,0.161408,-385.849224,-385.842397,-385.841453,-385.880052,28.427
13641,gdb_13642,CC#CCC1OC1C,6.80971,0.80262,0.76279,1.6163,77.66,-0.2433,0.0589,0.3022,1532.8126,0.150935,-347.76536,-347.755727,-347.754782,-347.80182,32.648
9328,gdb_9329,CCCNC(=O)C=O,6.6433,0.81293,0.77186,5.3688,68.51,-0.2482,-0.0711,0.1771,1471.8008,0.140022,-401.03413,-401.024744,-401.0238,-401.070025,31.609
41270,gdb_41271,C1OC23CN4CC(C12)C34,3.48337,1.88163,1.50261,2.0877,74.15,-0.212,0.0714,0.2834,893.9481,0.150264,-401.848256,-401.842027,-401.841083,-401.878479,26.468
88238,gdb_88239,OC1CC1C#CC1CN1,4.18428,0.73395,0.67145,0.7258,85.0,-0.2355,0.0219,0.2574,1676.5036,0.14681,-401.869782,-401.860462,-401.859517,-401.905701,33.44
124823,gdb_124824,CC(O)CC1=NC=NO1,4.32984,0.93503,0.90958,3.0489,69.95,-0.2782,-0.0216,0.2565,1330.8294,0.135599,-455.150496,-455.141783,-455.140839,-455.185124,31.054
80355,gdb_80356,CC1(NC2C(O)C12)C#N,3.39793,1.31393,1.14558,1.9322,72.19,-0.2488,0.0128,0.2616,1078.9641,0.135971,-417.965868,-417.957646,-417.956702,-417.998292,31.867
107104,gdb_107105,OCC12CC(C=O)C1N2,4.32858,1.01517,0.96376,2.6268,72.75,-0.2523,-0.0388,0.2135,1244.8723,0.147453,-439.047613,-439.039129,-439.038185,-439.080998,31.517
83563,gdb_83564,CC1C2COC1C2C=O,2.80548,1.44067,1.19285,2.198,75.94,-0.2444,-0.0317,0.2127,1094.5296,0.159381,-423.010466,-423.002308,-423.001364,-423.043493,30.912
81987,gdb_81988,CC1C2CC2C1(C)C#N,2.35463,1.42794,1.28495,4.0735,82.66,-0.274,0.0385,0.3125,1121.0316,0.170627,-366.006041,-365.997103,-365.996159,-366.039085,34.429
132793,gdb_132794,c1c(c(c(cn1)F)N)O,2.35421,1.82315,1.02826,3.0103,68.5,-0.2172,-0.0032,0.2141,1047.0732,0.101861,-478.026166,-478.018576,-478.017632,-478.057864,29.505
31155,gdb_31156,Cc1c(c(co1)N)OC,2.05735,1.75781,1.00731,1.1943,76.1,-0.1902,0.0335,0.2236,1184.5084,0.146848,-439.097748,-439.088264,-439.087319,-439.131927,34.323
91156,gdb_91157,CC1OC2C=CC(C)C12,2.26335,1.79134,1.28378,1.875,82.36,-0.2354,0.0121,0.2475,1079.4743,0.183718,-387.086558,-387.078304,-387.07736,-387.119046,32.734
72319,gdb_72320,OC12CN=C3OC1C23O,2.34087,1.99242,1.54705,2.3988,63.47,-0.2216,-0.0519,0.1697,881.0772,0.097683,-473.662525,-473.65481,-473.653866,-473.69412,29.987
7762,gdb_7763,CC1CC(=O)C=CN1,3.16069,1.96332,1.46964,5.275,71.87,-0.2133,-0.0248,0.1884,889.8062,0.144012,-363.906211,-363.898821,-363.897876,-363.937638,28.522
61817,gdb_61818,CC1(CO1)C(O)CC=O,3.33707,0.93422,0.79856,3.2385,72.29,-0.2449,-0.0212,0.2237,1428.0636,0.156016,-460.150698,-460.140943,-460.139999,-460.186143,35.192
106704,gdb_106705,CCC12CC1(O)C1CN21,2.46879,1.51197,1.20261,1.4248,79.12,-0.2311,0.0713,0.3024,1129.2544,0.170232,-403.084421,-403.075674,-403.07473,-403.117603,33.905
2554,gdb_2555,C#CC1(CC1)C#C,3.66511,2.51653,1.68949,1.0166,66.61,-0.2386,0.0281,0.2667,739.7382,0.099242,-270.097243,-270.090084,-270.08914,-270.127903,27.026
34416,gdb_34417,N#CC12CNC1COC2,2.35013,1.71366,1.27878,3.8231,72.26,-0.2527,0.0186,0.2713,1017.9482,0.138692,-417.994648,-417.98711,-417.986165,-418.026859,28.603
108731,gdb_108732,OCC1=CC(=O)C2NC12,2.99609,1.24509,0.94285,3.969,72.23,-0.2358,-0.0552,0.1806,1201.2669,0.124844,-437.874184,-437.866285,-437.865341,-437.906916,29.655
76229,gdb_76230,CC1=CCC(C)(O)C1O,2.46227,1.41937,1.13446,0.7323,80.36,-0.2383,0.0217,0.26,1187.5018,0.181059,-424.249691,-424.239954,-424.23901,-424.284042,37.113
5618,gdb_5619,Cc1c[nH]cc1NC,3.13039,1.84909,1.18239,1.288,75.64,-0.1693,0.061,0.2304,1024.5055,0.154757,-344.014583,-344.006057,-344.005113,-344.047285,31.566
21696,gdb_21697,C(c1c(non1)N)O,3.54498,1.91772,1.31543,3.627,55.94,-0.245,-0.0325,0.2125,865.3387,0.096463,-431.873263,-431.866169,-431.865225,-431.904649,26.181
102785,gdb_102786,CCN(CC=O)C(=O)N,2.27391,1.27012,0.90209,3.1185,74.26,-0.2362,-0.0474,0.1888,1308.8005,0.158054,-456.389016,-456.37893,-456.377986,-456.424741,35.726
13463,gdb_13464,OCCC1C(O)C1O,3.64845,1.12041,1.0483,2.0643,63.71,-0.2394,0.0538,0.2932,1173.192,0.152293,-422.040679,-422.031543,-422.030599,-422.074944,32.946
91119,gdb_91120,OC1CN2C3COC1C23,2.88699,1.83477,1.49109,1.2403,69.76,-0.2306,0.0637,0.2943,921.6707,0.150177,-439.054834,-439.047773,-439.046829,-439.086251,28.288
83025,gdb_83026,CC1=NCC2C(O)C2O1,2.87851,1.47212,1.29037,2.0363,72.31,-0.2449,0.0318,0.2766,1056.0264,0.147665,-439.081515,-439.072995,-439.072051,-439.11487,31.677
42935,gdb_42936,O=C1C2OC2C1CC#C,3.21366,1.23353,0.98091,2.9642,70.7,-0.2454,-0.0344,0.211,1164.428,0.110012,-420.557078,-420.548847,-420.547903,-420.590573,30.17
106724,gdb_106725,CC12CC1(CO)CC=C2,2.44878,1.49001,1.10979,1.3975,83.9,-0.2229,0.025,0.2478,1171.9505,0.182252,-387.087564,-387.078553,-387.077609,-387.120874,34.991
19845,gdb_19846,C1CC2OC2C2NC12,3.30185,2.48999,1.76651,3.0739,66.66,-0.2402,0.0679,0.3081,776.8453,0.145285,-363.826702,-363.820497,-363.819553,-363.856742,25.316
85490,gdb_85491,OC1CC(=N)OC1C#N,3.02396,1.33259,1.06798,3.3941,67.63,-0.2805,-0.0101,0.2705,1099.0613,0.113011,-453.96791,-453.959887,-453.958943,-454.000849,29.59
94967,gdb_94968,OC1COC2C1NC2=N,3.51873,1.38113,1.17692,4.0835,69.5,-0.2351,0.0276,0.2628,1048.9101,0.137157,-455.127838,-455.119927,-455.118983,-455.160333,30.214
62015,gdb_62016,CC(CCC(N)=O)C=O,3.52223,0.64624,0.61606,4.373,77.08,-0.245,-0.0188,0.2261,1832.2415,0.167602,-440.336043,-440.324789,-440.323845,-440.375103,37.8
94108,gdb_94109,CC1CCC(CC=O)O1,3.44521,0.87206,0.73451,3.6606,79.97,-0.2435,-0.0179,0.2255,1562.202,0.181434,-424.253362,-424.243684,-424.24274,-424.289749,34.382
100876,gdb_100877,CCC(C)C(CO)C#C,2.32578,1.00117,0.74149,1.5952,88.24,-0.2577,0.0453,0.3031,1591.2156,0.202823,-388.260505,-388.249267,-388.248322,-388.297002,41.122
101930,gdb_101931,COC(C1CN1)C(N)=O,2.24381,1.42576,1.00249,1.345,72.24,-0.2362,0.0173,0.2535,1218.0125,0.159054,-456.333123,-456.323369,-456.322425,-456.36822,34.959
91991,gdb_91992,OC1CC2CN2C1C#N,2.72304,1.61056,1.28048,3.6621,71.53,-0.247,0.0164,0.2634,1005.5698,0.137653,-417.997212,-417.989508,-417.988564,-418.02928,29.897
41267,gdb_41268,C1OC23CC4CC(C12)C34,3.35576,1.86651,1.48091,1.6476,77.72,-0.2283,0.0755,0.3038,920.9119,0.161897,-385.818624,-385.812252,-385.811308,-385.848932,27.403
105409,gdb_105410,CCC1(CCC1)OC=O,2.15305,1.2863,0.96273,4.2026,79.29,-0.2681,0.0086,0.2767,1311.987,0.180925,-424.247428,-424.237813,-424.236868,-424.28204,35.342
76233,gdb_76234,CC1=CCC2(CN2)C1O,2.80772,1.48201,1.08708,2.7363,80.89,-0.2368,0.0254,0.2622,1155.6672,0.171526,-403.140856,-403.132296,-403.131352,-403.173766,33.471
98651,gdb_98652,OCC(=O)C1CC(=O)N1,4.65104,0.84993,0.80352,3.1925,66.72,-0.2641,-0.0453,0.2188,1395.7352,0.122652,-475.051342,-475.042411,-475.041467,-475.086351,31.558
123027,gdb_123028,CCOCCC1OC1C,5.00989,0.54334,0.5205,1.0608,84.68,-0.251,0.0933,0.3443,2211.8353,0.202851,-425.406529,-425.395537,-425.394593,-425.444277,38.239
114862,gdb_114863,OCC1OC2CCC2=C1,3.96737,1.10199,0.98663,2.8428,78.69,-0.2333,0.0012,0.2345,1239.3119,0.160013,-422.992825,-422.984791,-422.983847,-423.025679,31.136
110900,gdb_110901,CCC1C2CC(C2)C1O,2.76197,1.36354,1.13867,1.5601,84.6,-0.2515,0.0668,0.3183,1198.8198,0.207648,-388.283412,-388.274792,-388.273848,-388.316229,34.661
87326,gdb_87327,CC1CC1(CC=O)C#N,1.8826,1.32959,0.91125,3.8067,77.8,-0.2587,-0.0345,0.2242,1313.9585,0.145242,-401.962808,-401.953095,-401.952151,-401.998453,34.126
44207,gdb_44208,O=C1CN2C1C21COC1,4.00088,1.1623,1.12164,1.1481,69.84,-0.2517,-0.0341,0.2176,1102.7807,0.123876,-437.822398,-437.814968,-437.814024,-437.854698,28.018
18339,gdb_18340,O=C1OCC2COC12,3.51988,2.32207,1.61762,5.1621,56.5,-0.2537,-0.0098,0.244,769.777,0.109015,-419.689197,-419.682891,-419.681946,-419.720172,23.052
5226,gdb_5227,CCNc1ccco1,6.98484,1.13282,1.00116,1.5185,72.84,-0.1784,0.0403,0.2187,1175.7651,0.142994,-363.886055,-363.878117,-363.877173,-363.919358,28.884
37718,gdb_37719,C1C2C3C4C1C2CCN34,3.04204,2.05632,1.66585,1.3631,80.63,-0.2192,0.0906,0.3098,890.4718,0.176212,-365.975588,-365.969401,-365.968457,-366.006016,26.815
64462,gdb_64463,CC1(O)COCOC1=N,2.25733,1.73778,1.33464,2.5441,68.42,-0.2637,0.013,0.2767,1021.218,0.147718,-476.230974,-476.222482,-476.221537,-476.264046,32.406
133823,gdb_133824,OC12C3C1C1=CC2=CC31,3.59188,2.06679,1.80954,1.9951,74.23,-0.202,-0.0477,0.1543,780.4107,0.112028,-383.278788,-383.272589,-383.271645,-383.308872,26.146
9798,gdb_9799,OC(C#N)C1(O)CC1,3.06808,1.6617,1.41945,4.3522,61.16,-0.2865,0.0127,0.2992,918.4259,0.117151,-399.783721,-399.775367,-399.774423,-399.816634,30.296
82939,gdb_82940,CC1C2CN3CC3C12C,2.08863,1.77394,1.43035,1.6371,84.88,-0.2145,0.0799,0.2944,1079.1898,0.195477,-367.174149,-367.165699,-367.164755,-367.206508,33.951
97744,gdb_97745,OCC#CC1C2CC1C2,5.20158,0.70341,0.68003,1.2185,87.23,-0.2404,0.0289,0.2693,1697.6955,0.159329,-385.798178,-385.789375,-385.788431,-385.83416,32.156
127797,gdb_127798,Cn1c(cnn1)CC=O,3.13429,1.25958,0.99391,3.4194,71.97,-0.2545,-0.0478,0.2066,1160.3701,0.124181,-434.075274,-434.066706,-434.065762,-434.109646,29.564
8839,gdb_8840,CCC(=O)N(C)C=O,4.65375,1.21745,0.98261,3.7721,66.98,-0.2557,-0.0283,0.2274,1167.6855,0.140459,-401.060939,-401.051817,-401.050873,-401.095202,31.381
31565,gdb_31566,COc1cc(c([nH]1)O)N,3.41286,1.09507,0.83686,0.7223,73.01,-0.158,0.0612,0.2192,1334.2889,0.135513,-455.151422,-455.141895,-455.140951,-455.185457,34.791
21400,gdb_21401,N=C1NC(=NO1)C#C,7.20131,1.38559,1.16201,3.6485,63.25,-0.2326,-0.0517,0.1809,931.8065,0.071917,-393.535287,-393.528521,-393.527576,-393.566227,24.97
101329,gdb_101330,CCC(O)C1CC1OC,2.62698,0.98993,0.82034,1.9327,83.1,-0.2387,0.0688,0.3075,1520.0237,0.203453,-425.40209,-425.391411,-425.390467,-425.437828,39.143
4587,gdb_4588,c1c(cnc(n1)O)N,5.96647,1.58564,1.25437,3.6957,64.07,-0.2121,-0.037,0.1751,892.0576,0.098345,-394.842058,-394.83549,-394.834546,-394.87258,25.15
106362,gdb_106363,CC1=CC2(CO)CC1O2,3.28558,1.2381,1.08896,2.4193,76.6,-0.2288,0.007,0.2359,1183.802,0.158502,-422.981652,-422.973124,-422.972179,-423.014774,32.769
57753,gdb_57754,CC(C)C#CC(C)(C)C,2.86345,0.71825,0.67445,0.0634,99.3,-0.2395,0.0631,0.3026,1901.4354,0.225192,-352.353118,-352.341084,-352.34014,-352.393186,43.705
111581,gdb_111582,COC1C2CC3CC1N23,3.20296,1.46351,1.34106,1.7139,77.48,-0.222,0.0628,0.2848,1050.7642,0.172741,-403.081195,-403.073514,-403.072569,-403.11352,29.953
108413,gdb_108414,OCC12CCC1N2C=O,2.57135,1.3383,1.06147,2.3745,73.04,-0.2559,-0.0064,0.2496,1166.9829,0.146953,-439.055691,-439.046941,-439.045997,-439.08962,31.927
103609,gdb_103610,CCC1(C)NC(C)C1=O,2.34343,1.20037,1.07115,2.46,83.12,-0.2347,-0.0194,0.2153,1309.8613,0.191832,-404.359943,-404.349509,-404.348565,-404.39529,38.204
107161,gdb_107162,OCC12CC3(CN3)C1O2,4.58678,0.99382,0.94592,1.9921,72.6,-0.2448,0.0651,0.3099,1273.7499,0.147044,-439.005539,-438.997192,-438.996248,-439.038757,31.756
46401,gdb_46402,N=C1OCC1CCC#C,3.88542,0.80997,0.71275,2.4412,79.25,-0.2595,0.0205,0.2801,1553.4117,0.146732,-401.915173,-401.906097,-401.905152,-401.949816,33.017
